file_name,action_label,action_label_names,instrument_label,verb_label,target_label,phase_label
video01_clip_1164_1180.mp4,"[19, 60]","['grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[8, 0]","[1, 1]"
video01_clip_1182_1191.mp4,"[17, 19, 60]","['grasper,retract,gallbladder', 'grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 0, 2]","[1, 1, 2]","[0, 8, 0]","[1, 1, 1]"
video01_clip_1196_1203.mp4,"[17, 19, 60]","['grasper,retract,gallbladder', 'grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 0, 2]","[1, 1, 2]","[0, 8, 0]","[1, 1, 1]"
video01_clip_1208_1253.mp4,"[7, 19, 60]","['grasper,grasp,gallbladder', 'grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 0, 2]","[0, 1, 2]","[0, 8, 0]","[1, 1, 1]"
video01_clip_1262_1282.mp4,"[7, 19, 60]","['grasper,grasp,gallbladder', 'grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 0, 2]","[0, 1, 2]","[0, 8, 0]","[1, 1, 1]"
video01_clip_1283_1309.mp4,"[19, 60]","['grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[8, 0]","[1, 1]"
video01_clip_1310_1319.mp4,"[7, 19, 60]","['grasper,grasp,gallbladder', 'grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 0, 2]","[0, 1, 2]","[0, 8, 0]","[1, 1, 1]"
video01_clip_1320_1326.mp4,"[19, 60]","['grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[8, 0]","[1, 1]"
video01_clip_1327_1332.mp4,"[7, 19, 60]","['grasper,grasp,gallbladder', 'grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 0, 2]","[0, 1, 2]","[0, 8, 0]","[1, 1, 1]"
video01_clip_1333_1377.mp4,"[19, 60]","['grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[8, 0]","[1, 1]"
video01_clip_1381_1403.mp4,"[7, 19, 60]","['grasper,grasp,gallbladder', 'grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 0, 2]","[0, 1, 2]","[0, 8, 0]","[1, 1, 1]"
video01_clip_1404_1430.mp4,"[19, 60]","['grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[8, 0]","[1, 1]"
video01_clip_1443_1459.mp4,[19],"['grasper,retract,liver']",[0],[1],[8],[1]
video01_clip_1478_1500.mp4,[12],"['grasper,grasp,specimen_bag']",[0],[0],[13],[1]
video01_clip_1501_1505.mp4,"[12, 94]","['grasper,grasp,specimen_bag', 'grasper,null_verb,null_target']","[0, 0]","[0, 9]","[13, 14]","[1, 1]"
video01_clip_1512_1517.mp4,"[12, 13]","['grasper,grasp,specimen_bag', 'grasper,pack,gallbladder']","[0, 0]","[0, 8]","[13, 0]","[1, 1]"
video01_clip_1523_1528.mp4,[13],"['grasper,pack,gallbladder']",[0],[8],[0],[1]
video01_clip_1534_1540.mp4,"[12, 13]","['grasper,grasp,specimen_bag', 'grasper,pack,gallbladder']","[0, 0]","[0, 8]","[13, 0]","[1, 1]"
video01_clip_1541_1564.mp4,[12],"['grasper,grasp,specimen_bag']",[0],[0],[13],[1]
video01_clip_1569_1587.mp4,[19],"['grasper,retract,liver']",[0],[1],[8],[1]
video01_clip_1588_1605.mp4,"[19, 94]","['grasper,retract,liver', 'grasper,null_verb,null_target']","[0, 0]","[1, 9]","[8, 14]","[1, 1]"
video01_clip_1606_1610.mp4,"[19, 82]","['grasper,retract,liver', 'irrigator,aspirate,fluid']","[0, 5]","[1, 6]","[8, 6]","[1, 1]"
video01_clip_1612_1624.mp4,"[19, 82]","['grasper,retract,liver', 'irrigator,aspirate,fluid']","[0, 5]","[1, 6]","[8, 6]","[1, 1]"
video01_clip_1626_1638.mp4,"[19, 92]","['grasper,retract,liver', 'irrigator,retract,liver']","[0, 5]","[1, 1]","[8, 8]","[1, 1]"
video01_clip_1642_1651.mp4,[12],"['grasper,grasp,specimen_bag']",[0],[0],[13],[1]
video01_clip_1658_1665.mp4,[12],"['grasper,grasp,specimen_bag']",[0],[0],[13],[1]
video01_clip_1671_1677.mp4,[12],"['grasper,grasp,specimen_bag']",[0],[0],[13],[1]
video01_clip_1697_1701.mp4,[94],"['grasper,null_verb,null_target']",[0],[9],[14],[1]
video01_clip_1703_1708.mp4,[12],"['grasper,grasp,specimen_bag']",[0],[0],[13],[1]
video01_clip_1711_1717.mp4,[12],"['grasper,grasp,specimen_bag']",[0],[0],[13],[1]
video01_clip_1721_1727.mp4,[94],"['grasper,null_verb,null_target']",[0],[9],[14],[1]
video02_clip_213_225.mp4,[19],"['grasper,retract,liver']",[0],[1],[8],[1.0]
video02_clip_226_237.mp4,"[19, 94]","['grasper,retract,liver', 'grasper,null_verb,null_target']","[0, 0]","[1, 9]","[8, 14]","[1.0, 1.0]"
video02_clip_248_252.mp4,[18],"['grasper,retract,gut']",[0],[1],[12],[1.0]
video02_clip_368_408.mp4,[94],"['grasper,null_verb,null_target']",[0],[9],[14],[1.0]
video02_clip_441_454.mp4,"[17, 94]","['grasper,retract,gallbladder', 'grasper,null_verb,null_target']","[0, 0]","[1, 9]","[0, 14]","[1.0, 1.0]"
video02_clip_473_480.mp4,"[17, 20]","['grasper,retract,gallbladder', 'grasper,retract,omentum']","[0, 0]","[1, 1]","[0, 10]","[1.0, 1.0]"
video02_clip_482_503.mp4,"[17, 20, 61]","['grasper,retract,gallbladder', 'grasper,retract,omentum', 'hook,dissect,omentum']","[0, 0, 2]","[1, 1, 2]","[0, 10, 10]","[1.0, 1.0, 1.0]"
video02_clip_504_511.mp4,"[17, 61]","['grasper,retract,gallbladder', 'hook,dissect,omentum']","[0, 2]","[1, 2]","[0, 10]","[1.0, 1.0]"
video02_clip_512_546.mp4,"[17, 20, 61]","['grasper,retract,gallbladder', 'grasper,retract,omentum', 'hook,dissect,omentum']","[0, 0, 2]","[1, 1, 2]","[0, 10, 10]","[1.0, 1.0, 1.0]"
video02_clip_553_563.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video02_clip_571_582.mp4,"[20, 61]","['grasper,retract,omentum', 'hook,dissect,omentum']","[0, 2]","[1, 2]","[10, 10]","[1.0, 1.0]"
video02_clip_593_599.mp4,"[17, 20, 61]","['grasper,retract,gallbladder', 'grasper,retract,omentum', 'hook,dissect,omentum']","[0, 0, 2]","[1, 1, 2]","[0, 10, 10]","[1.0, 1.0, 1.0]"
video02_clip_781_795.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video02_clip_796_810.mp4,"[17, 82]","['grasper,retract,gallbladder', 'irrigator,aspirate,fluid']","[0, 5]","[1, 6]","[0, 6]","[1.0, 1.0]"
video02_clip_811_826.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video02_clip_827_872.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video02_clip_1157_1163.mp4,"[17, 58]","['grasper,retract,gallbladder', 'hook,dissect,cystic_duct']","[0, 2]","[1, 2]","[0, 2]","[1.0, 1.0]"
video02_clip_1246_1253.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video02_clip_1255_1259.mp4,"[17, 79]","['grasper,retract,gallbladder', 'clipper,clip,cystic_duct']","[0, 4]","[1, 4]","[0, 2]","[1.0, 1.0]"
video02_clip_1260_1267.mp4,[79],"['clipper,clip,cystic_duct']",[4],[4],[2],[1.0]
video02_clip_1269_1277.mp4,[79],"['clipper,clip,cystic_duct']",[4],[4],[2],[1.0]
video02_clip_1279_1286.mp4,[79],"['clipper,clip,cystic_duct']",[4],[4],[2],[1.0]
video02_clip_1291_1295.mp4,[98],"['clipper,null_verb,null_target']",[4],[9],[14],[1.0]
video02_clip_1296_1306.mp4,[78],"['clipper,clip,cystic_artery']",[4],[4],[3],[1.0]
video02_clip_1308_1314.mp4,[78],"['clipper,clip,cystic_artery']",[4],[4],[3],[1.0]
video02_clip_1316_1328.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video02_clip_1329_1354.mp4,"[17, 68]","['grasper,retract,gallbladder', 'scissors,cut,cystic_artery']","[0, 3]","[1, 5]","[0, 3]","[1.0, 1.0]"
video02_clip_1355_1361.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video02_clip_1365_1371.mp4,[68],"['scissors,cut,cystic_artery']",[3],[5],[3],[1.0]
video02_clip_1375_1387.mp4,[97],"['scissors,null_verb,null_target']",[3],[9],[14],[1.0]
video02_clip_1400_1408.mp4,"[17, 94]","['grasper,retract,gallbladder', 'grasper,null_verb,null_target']","[0, 0]","[1, 9]","[0, 14]","[1.0, 1.0]"
video02_clip_1452_1461.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video02_clip_1464_1472.mp4,[82],"['irrigator,aspirate,fluid']",[5],[6],[6],[1.0]
video02_clip_1473_1485.mp4,"[17, 82]","['grasper,retract,gallbladder', 'irrigator,aspirate,fluid']","[0, 5]","[1, 6]","[0, 6]","[1.0, 1.0]"
video02_clip_1490_1496.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video02_clip_1499_1503.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video02_clip_1511_1533.mp4,[26],"['bipolar,coagulate,cystic_pedicle']",[1],[3],[4],[1.0]
video02_clip_1544_1548.mp4,"[17, 69]","['grasper,retract,gallbladder', 'scissors,cut,cystic_duct']","[0, 3]","[1, 5]","[0, 2]","[1.0, 1.0]"
video02_clip_1549_1579.mp4,[69],"['scissors,cut,cystic_duct']",[3],[5],[2],[1.0]
video02_clip_1587_1600.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video02_clip_1601_1616.mp4,"[4, 17]","['grasper,grasp,cystic_duct', 'grasper,retract,gallbladder']","[0, 0]","[0, 1]","[2, 0]","[1.0, 1.0]"
video02_clip_1617_1626.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video02_clip_1627_1632.mp4,"[17, 82]","['grasper,retract,gallbladder', 'irrigator,aspirate,fluid']","[0, 5]","[1, 6]","[0, 6]","[1.0, 1.0]"
video02_clip_1633_1641.mp4,[82],"['irrigator,aspirate,fluid']",[5],[6],[6],[1.0]
video02_clip_1644_1653.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video02_clip_1656_1674.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video02_clip_1675_1683.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video02_clip_1684_1739.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video02_clip_1740_1748.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video02_clip_1749_1807.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video02_clip_1808_1856.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video02_clip_1934_1939.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video02_clip_1940_1947.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video02_clip_2011_2042.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video02_clip_2043_2074.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video02_clip_2075_2080.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video02_clip_2081_2096.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video02_clip_2097_2121.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video02_clip_2125_2130.mp4,"[17, 96]","['grasper,retract,gallbladder', 'hook,null_verb,null_target']","[0, 2]","[1, 9]","[0, 14]","[1.0, 1.0]"
video02_clip_2131_2136.mp4,[96],"['hook,null_verb,null_target']",[2],[9],[14],[1.0]
video02_clip_2137_2190.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video02_clip_2194_2216.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video02_clip_2224_2269.mp4,"[17, 19, 60]","['grasper,retract,gallbladder', 'grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 0, 2]","[1, 1, 2]","[0, 8, 0]","[1.0, 1.0, 1.0]"
video02_clip_2277_2284.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video02_clip_2289_2293.mp4,"[17, 19, 60]","['grasper,retract,gallbladder', 'grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 0, 2]","[1, 1, 2]","[0, 8, 0]","[1.0, 1.0, 1.0]"
video02_clip_2294_2335.mp4,"[19, 60]","['grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[8, 0]","[1.0, 1.0]"
video02_clip_2427_2435.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video02_clip_2444_2450.mp4,"[60, 94]","['hook,dissect,gallbladder', 'grasper,null_verb,null_target']","[2, 0]","[2, 9]","[0, 14]","[1.0, 1.0]"
video02_clip_2451_2455.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video02_clip_2457_2461.mp4,[19],"['grasper,retract,liver']",[0],[1],[8],[1.0]
video02_clip_2462_2475.mp4,"[19, 60]","['grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[8, 0]","[1.0, 1.0]"
video02_clip_2476_2480.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video02_clip_2481_2497.mp4,"[19, 60]","['grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[8, 0]","[1.0, 1.0]"
video02_clip_2499_2508.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video02_clip_2509_2521.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video02_clip_2523_2536.mp4,"[19, 60]","['grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[8, 0]","[1.0, 1.0]"
video02_clip_2566_2574.mp4,[12],"['grasper,grasp,specimen_bag']",[0],[0],[13],[1.0]
video02_clip_2575_2583.mp4,"[7, 12]","['grasper,grasp,gallbladder', 'grasper,grasp,specimen_bag']","[0, 0]","[0, 0]","[0, 13]","[1.0, 1.0]"
video02_clip_2589_2593.mp4,[12],"['grasper,grasp,specimen_bag']",[0],[0],[13],[1.0]
video02_clip_2599_2621.mp4,[19],"['grasper,retract,liver']",[0],[1],[8],[1.0]
video02_clip_2668_2675.mp4,"[19, 99]","['grasper,retract,liver', 'irrigator,null_verb,null_target']","[0, 5]","[1, 9]","[8, 14]","[1.0, 1.0]"
video02_clip_2681_2688.mp4,"[19, 90]","['grasper,retract,liver', 'irrigator,irrigate,liver']","[0, 5]","[1, 7]","[8, 8]","[1.0, 1.0]"
video02_clip_2690_2695.mp4,"[19, 29, 92]","['grasper,retract,liver', 'bipolar,coagulate,liver', 'irrigator,retract,liver']","[0, 1, 5]","[1, 3, 1]","[8, 8, 8]","[1.0, 1.0, 1.0]"
video02_clip_2712_2718.mp4,"[19, 29]","['grasper,retract,liver', 'bipolar,coagulate,liver']","[0, 1]","[1, 3]","[8, 8]","[1.0, 1.0]"
video02_clip_2723_2740.mp4,"[29, 99]","['bipolar,coagulate,liver', 'irrigator,null_verb,null_target']","[1, 5]","[3, 9]","[8, 14]","[1.0, 1.0]"
video02_clip_2742_2756.mp4,"[29, 99]","['bipolar,coagulate,liver', 'irrigator,null_verb,null_target']","[1, 5]","[3, 9]","[8, 14]","[1.0, 1.0]"
video02_clip_2780_2790.mp4,"[12, 95]","['grasper,grasp,specimen_bag', 'bipolar,null_verb,null_target']","[0, 1]","[0, 9]","[13, 14]","[1.0, 1.0]"
video02_clip_2814_2827.mp4,[12],"['grasper,grasp,specimen_bag']",[0],[0],[13],[1.0]
video04_clip_137_149.mp4,[7],"['grasper,grasp,gallbladder']",[0],[0],[0],[1.0]
video04_clip_163_174.mp4,"[7, 17]","['grasper,grasp,gallbladder', 'grasper,retract,gallbladder']","[0, 0]","[0, 1]","[0, 0]","[1.0, 1.0]"
video04_clip_197_201.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video04_clip_207_212.mp4,"[7, 17]","['grasper,grasp,gallbladder', 'grasper,retract,gallbladder']","[0, 0]","[0, 1]","[0, 0]","[1.0, 1.0]"
video04_clip_213_226.mp4,"[7, 17, 94]","['grasper,grasp,gallbladder', 'grasper,retract,gallbladder', 'grasper,null_verb,null_target']","[0, 0, 0]","[0, 1, 9]","[0, 0, 14]","[1.0, 1.0, 1.0]"
video04_clip_227_233.mp4,"[17, 94]","['grasper,retract,gallbladder', 'grasper,null_verb,null_target']","[0, 0]","[1, 9]","[0, 14]","[1.0, 1.0]"
video04_clip_234_238.mp4,[94],"['grasper,null_verb,null_target']",[0],[9],[14],[1.0]
video04_clip_239_255.mp4,"[7, 94]","['grasper,grasp,gallbladder', 'grasper,null_verb,null_target']","[0, 0]","[0, 9]","[0, 14]","[1.0, 1.0]"
video04_clip_259_265.mp4,"[7, 17]","['grasper,grasp,gallbladder', 'grasper,retract,gallbladder']","[0, 0]","[0, 1]","[0, 0]","[1.0, 1.0]"
video04_clip_295_308.mp4,"[7, 17, 96]","['grasper,grasp,gallbladder', 'grasper,retract,gallbladder', 'hook,null_verb,null_target']","[0, 0, 2]","[0, 1, 9]","[0, 0, 14]","[1.0, 1.0, 1.0]"
video04_clip_311_327.mp4,"[7, 17, 96]","['grasper,grasp,gallbladder', 'grasper,retract,gallbladder', 'hook,null_verb,null_target']","[0, 0, 2]","[0, 1, 9]","[0, 0, 14]","[1.0, 1.0, 1.0]"
video04_clip_331_335.mp4,"[7, 17, 96]","['grasper,grasp,gallbladder', 'grasper,retract,gallbladder', 'hook,null_verb,null_target']","[0, 0, 2]","[0, 1, 9]","[0, 0, 14]","[1.0, 1.0, 1.0]"
video04_clip_336_350.mp4,"[7, 96]","['grasper,grasp,gallbladder', 'hook,null_verb,null_target']","[0, 2]","[0, 9]","[0, 14]","[1.0, 1.0]"
video04_clip_351_362.mp4,[7],"['grasper,grasp,gallbladder']",[0],[0],[0],[1.0]
video04_clip_363_421.mp4,"[7, 96]","['grasper,grasp,gallbladder', 'hook,null_verb,null_target']","[0, 2]","[0, 9]","[0, 14]","[1.0, 1.0]"
video04_clip_422_426.mp4,[96],"['hook,null_verb,null_target']",[2],[9],[14],[1.0]
video04_clip_427_432.mp4,[58],"['hook,dissect,cystic_duct']",[2],[2],[2],[1.0]
video04_clip_440_445.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video04_clip_446_461.mp4,"[7, 60]","['grasper,grasp,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[0, 2]","[0, 0]","[1.0, 1.0]"
video04_clip_465_470.mp4,"[7, 60]","['grasper,grasp,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[0, 2]","[0, 0]","[1.0, 1.0]"
video04_clip_479_499.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video04_clip_501_508.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video04_clip_512_529.mp4,"[7, 96]","['grasper,grasp,gallbladder', 'hook,null_verb,null_target']","[0, 2]","[0, 9]","[0, 14]","[1.0, 1.0]"
video04_clip_531_554.mp4,"[7, 60]","['grasper,grasp,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[0, 2]","[0, 0]","[1.0, 1.0]"
video04_clip_556_574.mp4,"[7, 60]","['grasper,grasp,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[0, 2]","[0, 0]","[1.0, 1.0]"
video04_clip_575_603.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video04_clip_605_610.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video04_clip_614_625.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video04_clip_631_646.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video04_clip_682_692.mp4,"[7, 96]","['grasper,grasp,gallbladder', 'hook,null_verb,null_target']","[0, 2]","[0, 9]","[0, 14]","[1.0, 1.0]"
video04_clip_693_698.mp4,[7],"['grasper,grasp,gallbladder']",[0],[0],[0],[1.0]
video04_clip_702_709.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video04_clip_738_745.mp4,[7],"['grasper,grasp,gallbladder']",[0],[0],[0],[1.0]
video04_clip_753_762.mp4,"[7, 17]","['grasper,grasp,gallbladder', 'grasper,retract,gallbladder']","[0, 0]","[0, 1]","[0, 0]","[1.0, 1.0]"
video04_clip_764_799.mp4,"[7, 60]","['grasper,grasp,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[0, 2]","[0, 0]","[1.0, 1.0]"
video04_clip_810_852.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video04_clip_865_888.mp4,[58],"['hook,dissect,cystic_duct']",[2],[2],[2],[1.0]
video04_clip_899_922.mp4,"[7, 78]","['grasper,grasp,gallbladder', 'clipper,clip,cystic_artery']","[0, 4]","[0, 4]","[0, 3]","[1.0, 1.0]"
video04_clip_924_938.mp4,[79],"['clipper,clip,cystic_duct']",[4],[4],[2],[1.0]
video04_clip_949_963.mp4,[69],"['scissors,cut,cystic_duct']",[3],[5],[2],[1.0]
video04_clip_970_986.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
